time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-06T12:24:02.030Z,17.9036,-66.786,6,0.91,md,12,214,0.1175,0.16,pr,pr2020006037,2020-01-07T00:55:58.548Z,"10km SSE of Indios, Puerto Rico",earthquake,0.72,0.44,0,1,reviewed,pr,pr
2020-01-06T12:17:21.346Z,27.8369,128.1645,10,4.6,mb,,81,1.001,1.29,us,us70006v86,2020-01-06T14:02:40.040Z,"139km N of Nago, Japan",earthquake,2.1,1.9,0.125,19,reviewed,us,us
2020-01-06T12:15:20.240Z,46.0248333,-111.4056667,1.94,0.31,md,6,152,0.185,0.05,mb,mb80377574,2020-01-06T16:09:46.950Z,"18km NE of Three Forks, Montana",earthquake,1.3,4.83,0.3,2,reviewed,mb,mb
2020-01-06T12:12:00.890Z,17.9276,-66.8648,7,2.25,md,14,210,0.0496,0.16,pr,pr2020006036,2020-01-07T00:54:21.684Z,"6km SE of Guanica, Puerto Rico",earthquake,0.74,0.28,0.34,14,reviewed,pr,pr
2020-01-06T12:12:00.490Z,38.3667,-118.8528,15.8,0.4,ml,4,291.78,0.297,0.0427,nn,nn00714784,2020-01-06T20:27:25.842Z,"26km SW of Hawthorne, Nevada",earthquake,,18,0,1,reviewed,nn,nn
2020-01-06T12:11:50.440Z,38.8084984,-122.8154984,11.4,0.58,md,8,103,0.01069,0.09,nc,nc73324351,2020-01-06T12:49:03.271Z,"6km NW of The Geysers, CA",earthquake,2.55,8.53,,1,automatic,nc,nc
2020-01-06T12:10:43.419Z,38.0709,-118.8374,15,0.9,ml,5,180.2,0.318,0.1421,nn,nn00714783,2020-01-06T20:21:07.760Z,"40km ESE of Bridgeport, California",earthquake,,15.2,0.12,3,reviewed,nn,nn
2020-01-06T12:07:31.570Z,17.9161,-66.8171,8,3.02,md,13,224,0.0857,0.14,pr,pr2020006012,2020-01-06T13:54:07.422Z,"8km S of Indios, Puerto Rico",earthquake,0.85,1.09,0.17,12,reviewed,pr,pr
2020-01-06T12:01:56.530Z,17.9266,-66.8058,9,2.37,md,14,208,0.088,0.14,pr,pr2020006034,2020-01-07T00:52:08.340Z,"7km S of Indios, Puerto Rico",earthquake,0.5,0.58,0.39,7,reviewed,pr,pr
2020-01-06T12:00:05.952Z,39.2359,-120.0953,8.4,0.4,ml,9,109.4,0.037,0.1489,nn,nn00714782,2020-01-06T20:14:56.916Z,"3km W of Tahoe Vista, California",earthquake,,1.8,0.5,5,reviewed,nn,nn
2020-01-06T11:55:23.920Z,17.914,-66.7983,6,3.06,md,13,225,0.1014,0.22,pr,pr2020006009,2020-01-06T15:03:24.564Z,"12km SSE of Indios, Puerto Rico",earthquake,0.86,0.44,0.26,12,reviewed,pr,pr
2020-01-06T11:53:43.660Z,17.8895,-66.7938,5,2.06,md,6,240,0.1209,0.18,pr,pr2020006035,2020-01-07T00:50:07.244Z,"11km SSE of Indios, Puerto Rico",earthquake,1.26,0.81,0.3,5,reviewed,pr,pr
2020-01-06T11:50:34.790Z,36.7402,-115.4824,14.5,0.4,ml,4,181.28,0.352,0.021,nn,nn00714781,2020-01-06T20:11:48.806Z,"66km NW of Nellis Air Force Base, Nevada",earthquake,,41.2,0,1,reviewed,nn,nn
2020-01-06T11:47:34.040Z,17.8821,-66.7803,6,2.55,md,14,221,0.1358,0.2,pr,pr2020006033,2020-01-07T00:48:19.460Z,"13km SSE of Indios, Puerto Rico",earthquake,0.7,0.53,0.39,14,reviewed,pr,pr
2020-01-06T11:39:36.770Z,17.9101,-66.875,6,3.05,md,13,215,0.0651,0.16,pr,pr2020006010,2020-01-06T13:23:45.358Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.89,0.46,0.32,7,reviewed,pr,pr
2020-01-06T11:28:46.470Z,17.8898,-66.7923,8,2.46,md,13,240,0.1218,0.09,pr,pr2020006029,2020-01-07T00:46:38.007Z,"11km SSE of Indios, Puerto Rico",earthquake,0.73,1.55,0.05,9,reviewed,pr,pr
2020-01-06T11:24:28.353Z,61.2609,-149.9215,40.1,1.5,ml,,,,0.52,ak,ak020a3x1yo,2020-01-06T12:13:13.722Z,"4km NNW of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-01-06T11:23:05.150Z,17.8925,-66.8543,5,2.54,md,14,223,0.0863,0.22,pr,pr2020006027,2020-01-07T00:44:37.094Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.85,0.51,0.09,12,reviewed,pr,pr
2020-01-06T11:19:27.590Z,35.8928333,-117.6871667,1.48,0.84,ml,11,74,0.06254,0.16,ci,ci39025407,2020-01-06T11:23:04.747Z,"20km ESE of Little Lake, CA",earthquake,0.27,0.58,0.071,10,automatic,ci,ci
2020-01-06T11:15:41.330Z,17.9316,-66.829,7,2.56,md,14,204,0.0664,0.24,pr,pr2020006028,2020-01-07T00:42:34.622Z,"6km S of Indios, Puerto Rico",earthquake,0.71,0.87,0.26,14,reviewed,pr,pr
2020-01-06T11:14:10.570Z,33.966,-116.9936667,14.83,0.88,ml,17,66,0.09395,0.14,ci,ci39025399,2020-01-06T11:17:53.360Z,"4km NNW of Beaumont, CA",earthquake,0.31,0.98,0.158,22,automatic,ci,ci
2020-01-06T11:12:02.350Z,17.8875,-66.7876,7,2.97,ml,14,220,0.1267,0.11,pr,pr2020006026,2020-01-07T00:40:34.456Z,"12km SSE of Indios, Puerto Rico",earthquake,0.63,0.39,0,0,reviewed,pr,pr
2020-01-06T11:07:52.210Z,17.8875,-66.7996,11,2.46,md,14,220,0.1184,0.2,pr,pr2020006025,2020-01-07T00:43:12.310Z,"11km S of Indios, Puerto Rico",earthquake,1.09,0.61,0.36,8,reviewed,pr,pr
2020-01-06T11:06:19.460Z,17.932,-66.8056,7,2.29,md,14,207,0.0853,0.18,pr,pr2020006024,2020-01-07T00:40:52.085Z,"7km SSE of Indios, Puerto Rico",earthquake,0.63,0.38,0.26,13,reviewed,pr,pr
2020-01-06T11:03:02.280Z,17.8865,-66.7865,7,2.34,ml,14,220,0.1282,0.13,pr,pr2020006023,2020-01-07T00:38:13.846Z,"12km SSE of Indios, Puerto Rico",earthquake,0.75,0.44,0,0,reviewed,pr,pr
2020-01-06T10:59:40.050Z,35.832,-117.6531667,4.37,1.54,ml,27,56,0.04805,0.21,ci,ci39025391,2020-01-06T11:10:19.660Z,"24km N of Ridgecrest, CA",earthquake,0.26,0.61,0.198,26,automatic,ci,ci
2020-01-06T10:56:44.950Z,17.9236,-66.8018,7,2.53,md,13,209,0.093,0.15,pr,pr2020006022,2020-01-07T00:29:27.177Z,"8km SSE of Indios, Puerto Rico",earthquake,0.63,0.4,0.12,11,reviewed,pr,pr
2020-01-06T10:53:28.710Z,37.6595,-118.8713333,2.25,0.45,md,10,157,0.02524,0.04,nc,nc73324341,2020-01-07T01:03:03.203Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.54,1.26,0.297,10,reviewed,nc,nc
2020-01-06T10:53:23.090Z,36.6338348,-121.2990036,9.26,1.86,md,13,103,0.02616,0.11,nc,nc73324336,2020-01-06T12:07:03.017Z,"18km S of Tres Pinos, CA",earthquake,0.51,1.16,0.21,11,automatic,nc,nc
2020-01-06T10:52:41.860Z,36.95,-113.5126667,3.36,1.53,md,8,185,0.2239,0.15,uu,uu60356242,2020-01-06T19:03:54.591Z,"18km SSE of Saint George, Utah",earthquake,1.11,8.36,0.262,6,reviewed,uu,uu
2020-01-06T10:52:40.170Z,17.8918,-66.7831,6,2.18,md,13,219,0.1272,0.15,pr,pr2020006021,2020-01-07T00:29:47.814Z,"11km SSE of Indios, Puerto Rico",earthquake,0.75,0.52,0.27,9,reviewed,pr,pr
2020-01-06T10:49:58.810Z,17.9223,-66.8521,4,2.82,md,12,211,0.1978,0.17,pr,pr2020006020,2020-01-07T00:19:08.779Z,"7km SSE of Maria Antonia, Puerto Rico",earthquake,1.09,0.65,0.28,10,reviewed,pr,pr
2020-01-06T10:48:24.830Z,17.9181,-66.863,6,2.32,md,13,213,0.0593,0.17,pr,pr2020006008,2020-01-07T00:19:56.513Z,"7km SE of Guanica, Puerto Rico",earthquake,0.61,0.3,0.52,11,reviewed,pr,pr
2020-01-06T10:43:39.040Z,19.1879997,-155.4333344,36.78,1.85,md,31,156,0.04232,0.12,hv,hv71320397,2020-01-06T10:46:50.150Z,"5km ESE of Pahala, Hawaii",earthquake,0.72,1.03,0.09,4,automatic,hv,hv
2020-01-06T10:40:59.970Z,17.8765,-66.8013,4,2.46,md,11,223,0.1257,0.23,pr,pr2020006018,2020-01-07T00:19:53.497Z,"13km S of Indios, Puerto Rico",earthquake,1.03,0.64,0.42,9,reviewed,pr,pr
2020-01-06T10:39:25.980Z,37.6593333,-118.871,2.26,0.19,md,13,148,0.02536,0.05,nc,nc73324326,2020-01-07T00:58:02.176Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.46,1.11,0.22,13,reviewed,nc,nc
2020-01-06T10:36:16.000Z,17.9108,-66.7923,3,3.17,md,9,213,0.2281,0.19,pr,pr2020006011,2020-01-06T16:48:33.796Z,"9km SSE of Indios, Puerto Rico",earthquake,1.13,0.64,0.27,5,reviewed,pr,pr
2020-01-06T10:33:36.790Z,17.9041,-66.8738,9,2.29,md,10,219,0.1825,0.38,pr,pr2020006007,2020-01-07T01:28:49.885Z,"8km SSE of Guanica, Puerto Rico",earthquake,1.34,1.7,0.09,9,reviewed,pr,pr
2020-01-06T10:32:18.770Z,17.8675,-66.8193,6,5.8,mwp,19,227,0.1231,0.29,pr,pr2020006006,2020-01-07T01:24:46.135Z,"13km SSE of Indios, Puerto Rico",earthquake,1.7,1.14,0,0,reviewed,pr,pr
2020-01-06T10:30:14.060Z,35.730835,-117.524498,8.16,1.04,ml,10,225,0.1035,0.05,ci,ci39025367,2020-01-06T10:33:53.087Z,"12km WSW of Searles Valley, CA",earthquake,1.27,1.87,0.028,3,automatic,ci,ci
2020-01-06T10:29:43.090Z,35.7426667,-117.5783333,10.01,0.65,ml,12,127,0.07457,0.18,ci,ci39025359,2020-01-06T10:33:18.080Z,"16km W of Searles Valley, CA",earthquake,0.45,1.23,0.2,7,automatic,ci,ci
2020-01-06T10:28:34.788Z,61.3823,-152.3476,4.5,0.5,ml,,,,0.44,ak,ak020a3cfy4,2020-01-06T19:49:24.083Z,"96km NW of Nikiski, Alaska",earthquake,,273.2,,,reviewed,ak,ak
2020-01-06T10:19:08.610Z,44.6676667,-112.1236667,5.88,0.98,ml,5,138,0.207,0.04,mb,mb80377614,2020-01-06T19:42:50.240Z,"37km E of Lima, Montana",earthquake,0.37,4.75,0.342,3,reviewed,mb,mb
2020-01-06T10:15:31.880Z,35.8986667,-117.6998333,-0.04,0.74,ml,8,106,0.06344,0.11,ci,ci39025351,2020-01-06T10:19:26.602Z,"19km ESE of Little Lake, CA",earthquake,0.25,31.61,0.166,8,automatic,ci,ci
2020-01-06T10:14:08.209Z,61.501,-151.8258,90.1,1.6,ml,,,,0.67,ak,ak020a39fp2,2020-01-06T11:13:13.386Z,"94km NNW of Nikiski, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-01-06T10:04:39.825Z,39.0611,-118.0931,7.7,2.6,ml,10,56.18,0.25,0.1007,nn,nn00714755,2020-01-06T17:31:22.744Z,"25km NW of Gabbs, Nevada",earthquake,,2.2,0.26,5,reviewed,nn,nn
2020-01-06T10:02:39.880Z,47.782,-113.743,5.01,0.23,md,5,223,0.198,0.04,mb,mb80377609,2020-01-06T16:51:18.080Z,"33km ENE of Polson, Montana",earthquake,1.33,5.88,0.096,2,reviewed,mb,mb
2020-01-06T09:58:02.210Z,17.9148,-66.8233,8,2.92,md,14,213,0.0822,0.12,pr,pr2020006005,2020-01-06T17:14:57.002Z,"8km S of Indios, Puerto Rico",earthquake,0.48,0.64,0.28,14,reviewed,pr,pr
2020-01-06T09:49:46.860Z,35.7945,-117.6133333,3.75,0.94,ml,16,96,0.02479,0.17,ci,ci39025335,2020-01-06T09:53:32.614Z,"19km W of Searles Valley, CA",earthquake,0.31,0.66,0.094,10,automatic,ci,ci
2020-01-06T09:47:38.250Z,38.8173332,-122.8095016,1.52,0.62,md,13,64,0.006069,0.03,nc,nc73324316,2020-01-06T11:10:03.665Z,"6km NW of The Geysers, CA",earthquake,0.28,0.65,0.35,2,automatic,nc,nc
2020-01-06T09:47:37.645Z,59.3759,-152.2149,50.7,2.2,ml,,,,0.75,ak,ak020a2v4za,2020-01-06T10:13:14.213Z,"48km SW of Homer, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-01-06T09:37:46.190Z,36.9599991,-121.5899963,2.92,2.99,ml,73,33,0.007909,0.2,nc,nc73324311,2020-01-07T00:11:47.684Z,"5km SSW of Gilroy, CA",earthquake,0.22,0.48,0.179,16,automatic,nc,nc
2020-01-06T09:27:59.079Z,62.4186,-148.4049,25.9,1.2,ml,,,,0.25,ak,ak020a2qwar,2020-01-06T10:13:13.532Z,"73km NNE of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-06T09:27:32.520Z,34.4956667,-119.7221667,2.64,1.87,ml,23,49,0.0551,0.21,ci,ci39025311,2020-01-06T17:15:39.833Z,"8km NNW of Santa Barbara, CA",earthquake,0.54,0.74,0.177,29,automatic,ci,ci
2020-01-06T09:19:04.300Z,35.833,-117.6566667,10.05,0.83,ml,15,86,0.05107,0.23,ci,ci39025303,2020-01-06T09:22:37.765Z,"24km N of Ridgecrest, CA",earthquake,0.55,1.04,0.17,7,automatic,ci,ci
2020-01-06T09:16:53.250Z,35.8816667,-117.6888333,2.33,1.12,ml,21,79,0.07309,0.18,ci,ci39025295,2020-01-06T09:20:21.748Z,"21km ESE of Little Lake, CA",earthquake,0.2,0.36,0.166,15,automatic,ci,ci
2020-01-06T09:14:30.950Z,19.2108326,-155.3934937,32.49,1.84,md,30,190,0.1064,0.13,hv,hv71320322,2020-01-06T09:18:19.426Z,"9km E of Pahala, Hawaii",earthquake,0.76,0.97,0.2,5,automatic,hv,hv
2020-01-06T09:11:58.630Z,64.8221,-147.4591,13.7,0.2,ml,,,,0.76,ak,ak020a2ngnb,2020-01-06T19:49:23.140Z,"4km NE of Badger, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-01-06T09:09:34.298Z,55.9511,-150.0104,6.4,3,ml,,,,0.98,ak,ak020a2n4mp,2020-01-06T18:51:06.145Z,"251km SE of Kodiak, Alaska",earthquake,,4.8,,,reviewed,ak,ak
2020-01-06T08:41:13.798Z,37.0543,-117.9215,0,0.9,ml,9,153.92,0.246,0.2169,nn,nn00714749,2020-01-06T18:51:32.533Z,"34km ESE of Big Pine, California",earthquake,,0,0.2,5,reviewed,nn,nn
2020-01-06T08:39:26.780Z,33.224,-116.7335,9.96,0.96,ml,34,39,0.02431,0.16,ci,ci39025279,2020-01-06T08:43:00.521Z,"3km SE of Lake Henshaw, CA",earthquake,0.23,0.39,0.182,25,automatic,ci,ci
2020-01-06T08:27:52.850Z,17.9645,-66.9095,7,2.31,md,6,199,0.0321,0.12,pr,pr2020006004,2020-01-06T08:40:19.734Z,"0km SSW of Guanica, Puerto Rico",earthquake,0.89,0.27,0.08,5,reviewed,pr,pr
2020-01-06T08:22:46.790Z,33.5625,-116.8121667,6.56,0.36,ml,15,165,0.05077,0.24,ci,ci39025271,2020-01-06T08:26:30.015Z,"13km W of Anza, CA",earthquake,0.96,1.41,0.2,9,automatic,ci,ci
2020-01-06T08:10:53.685Z,-27.0323,-71.2757,10,4.4,mb,,155,0.881,1.15,us,us70006v6s,2020-01-06T09:39:49.040Z,"100km WNW of Copiapo, Chile",earthquake,2.8,1.9,0.267,4,reviewed,us,us
2020-01-06T08:09:43.220Z,33.6,-116.8138333,13.28,0.81,ml,30,59,0.04122,0.16,ci,ci39025255,2020-01-06T08:13:27.346Z,"14km WNW of Anza, CA",earthquake,0.32,0.52,0.238,19,automatic,ci,ci
2020-01-06T08:08:06.330Z,36.52716667,-98.9835,7.98,0.9,ml,17,136,0.04769064147,0.06,ok,ok2020ajtq,2020-01-06T16:32:09.673Z,"22km ENE of Mooreland, Oklahoma",earthquake,,0.2,0.18,5,reviewed,ok,ok
2020-01-06T07:55:18.710Z,36.0713333,-117.8641667,1.96,1.08,ml,15,149,0.04676,0.13,ci,ci39025247,2020-01-06T07:58:51.200Z,"8km ENE of Coso Junction, CA",earthquake,0.29,0.22,0.25,15,automatic,ci,ci
2020-01-06T07:54:35.350Z,19.2121,-66.9435,39,3.32,md,13,283,0.7633,0.3,pr,pr2020006003,2020-01-06T13:28:39.455Z,"73km N of Isabela, Puerto Rico",earthquake,1.93,7.7,0.22,10,reviewed,pr,pr
2020-01-06T07:54:32.048Z,38.2249,-118.3323,7.1,0.1,ml,5,247.37,0.138,0.0741,nn,nn00714779,2020-01-06T20:05:38.108Z,"41km SE of Hawthorne, Nevada",earthquake,,4.5,0,1,reviewed,nn,nn
2020-01-06T07:52:45.360Z,35.7441667,-117.5651667,2.35,1.07,ml,21,67,0.07611,0.17,ci,ci39025239,2020-01-06T07:56:20.308Z,"15km W of Searles Valley, CA",earthquake,0.25,0.5,0.134,13,automatic,ci,ci
2020-01-06T07:48:39.630Z,35.838,-117.6625,3.73,0.81,ml,11,86,0.0573,0.23,ci,ci39025231,2020-01-06T07:52:24.211Z,"24km N of Ridgecrest, CA",earthquake,0.63,1.66,0.195,9,automatic,ci,ci
2020-01-06T07:43:55.020Z,17.9141,-66.8253,9,3.03,md,14,213,0.0814,0.31,pr,pr2020006002,2020-01-06T08:23:18.040Z,"10km S of Indios, Puerto Rico",earthquake,0.95,1.12,0.29,11,reviewed,pr,pr
2020-01-06T07:40:52.170Z,64.8293,-147.4845,10.4,0.5,ml,,,,0.37,ak,ak020a1msfx,2020-01-06T18:49:24.168Z,"4km NE of Badger, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2020-01-06T07:31:57.020Z,33.5898333,-116.8033333,5.1,0.39,ml,15,94,0.03297,0.15,ci,ci39025223,2020-01-06T07:35:42.115Z,"13km WNW of Anza, CA",earthquake,0.38,0.71,0.166,10,automatic,ci,ci
2020-01-06T07:29:57.790Z,38.8156662,-122.8075027,1.75,0.61,md,11,87,0.007975,0.02,nc,nc73324286,2020-01-06T09:17:02.919Z,"6km NW of The Geysers, CA",earthquake,0.33,0.63,0.35,2,automatic,nc,nc
2020-01-06T07:29:48.768Z,38.3892,-118.8781,12.6,0.7,ml,4,294.16,0.324,0.0524,nn,nn00714776,2020-01-06T20:02:32.107Z,"26km SW of Hawthorne, Nevada",earthquake,,25.4,0,1,reviewed,nn,nn
2020-01-06T07:25:37.037Z,5.1324,125.4437,55.87,5.2,mb,,82,1.929,1.11,us,us70006v6h,2020-01-06T08:22:57.059Z,"30km S of Sarangani, Philippines",earthquake,7.4,7.1,0.048,140,reviewed,us,us
2020-01-06T07:25:21.570Z,35.7406667,-117.5678333,2.35,1.04,ml,18,131,0.0787,0.19,ci,ci39025215,2020-01-06T07:28:55.077Z,"15km WSW of Searles Valley, CA",earthquake,0.35,0.58,0.119,13,automatic,ci,ci
2020-01-06T07:18:38.835Z,37.218,-115.1643,14.1,0.9,ml,10,154.03,0.209,0.1567,nn,nn00714746,2020-01-06T18:39:12.946Z,"16km S of Alamo, Nevada",earthquake,,3.9,0.37,6,reviewed,nn,nn
2020-01-06T07:16:32.750Z,17.8813,-66.8211,6,2.92,md,13,223,0.1103,0.23,pr,pr2020006001,2020-01-06T15:18:57.182Z,"12km S of Indios, Puerto Rico",earthquake,0.93,0.57,0.28,8,reviewed,pr,pr
2020-01-06T07:15:13.330Z,36.1118333,-117.9026667,3.93,1.45,ml,20,101,0.03913,0.15,ci,ci39025207,2020-01-06T14:14:59.764Z,"8km NNE of Coso Junction, CA",earthquake,0.31,0.49,0.175,20,reviewed,ci,ci
2020-01-06T07:15:11.034Z,60.9174,-150.9555,19.1,1.5,ml,,,,0.33,ak,ak020a1hcsk,2020-01-06T08:06:09.481Z,"31km NE of Nikiski, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-01-06T07:14:12.164Z,63.4237,-150.3881,14.3,0.9,ml,,,,0.81,ak,ak020a1h57d,2020-01-06T18:49:23.247Z,"71km W of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-06T07:03:13.590Z,35.7401667,-117.5696667,2.71,2.77,ml,36,58,0.07874,0.19,ci,ci39025199,2020-01-06T20:07:32.714Z,"15km WSW of Searles Valley, CA",earthquake,0.26,0.5,0.147,24,automatic,ci,ci
2020-01-06T07:01:58.740Z,35.7391667,-117.5726667,2.53,1.13,ml,18,128,0.07903,0.16,ci,ci39025191,2020-01-06T07:05:40.599Z,"16km WSW of Searles Valley, CA",earthquake,0.31,0.46,0.126,12,automatic,ci,ci
2020-01-06T06:59:12.170Z,35.7316667,-117.5381667,6.74,1.58,ml,32,58,0.09678,0.18,ci,ci39025183,2020-01-06T14:16:07.640Z,"13km WSW of Searles Valley, CA",earthquake,0.28,0.76,0.137,26,reviewed,ci,ci
2020-01-06T06:46:21.080Z,35.8595,-117.7006667,2.44,0.88,ml,15,71,0.07285,0.16,ci,ci39025175,2020-01-06T06:50:04.342Z,"20km ESE of Little Lake, CA",earthquake,0.26,0.4,0.105,13,automatic,ci,ci
2020-01-06T06:41:34.084Z,64.8278,-147.4176,23.5,0.9,ml,,,,0.51,ak,ak020a11joo,2020-01-06T07:06:12.228Z,"6km ENE of Badger, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-01-06T06:37:32.260Z,38.7514992,-122.7450027,1.39,1.18,md,11,101,0.001278,0.02,nc,nc73324266,2020-01-06T08:10:04.526Z,"3km SSE of The Geysers, CA",earthquake,0.27,0.42,0.12,5,automatic,nc,nc
2020-01-06T06:34:17.600Z,40.8779984,-124.1894989,8.55,2.57,md,10,192,0.1356,0.36,nc,nc73324261,2020-01-06T14:36:54.818Z,"9km W of Arcata, CA",earthquake,1.7,2.16,0.09,7,automatic,nc,nc
2020-01-06T06:29:23.930Z,33.463,-116.559,9.78,0.48,ml,16,48,0.04799,0.15,ci,ci39025167,2020-01-06T06:32:55.081Z,"15km SE of Anza, CA",earthquake,0.32,0.61,0.152,11,automatic,ci,ci
2020-01-06T06:29:12.520Z,35.5993333,-118.3808333,1.92,0.67,ml,10,123,0.09846,0.13,ci,ci39025159,2020-01-06T14:15:54.771Z,"9km ESE of Lake Isabella, CA",earthquake,0.39,0.57,0.227,6,reviewed,ci,ci
2020-01-06T06:27:20.019Z,36.45,-98.78116667,6.84,1.11,ml,20,165,0.01619682163,0.08,ok,ok2020ajqh,2020-01-06T16:39:08.903Z,"33km NW of Fairview, Oklahoma",earthquake,,0.2,0.18,5,reviewed,ok,ok
2020-01-06T06:24:28.836Z,40.388,53.0944,41.06,4.9,mb,,83,6.393,1.34,us,us70006v5v,2020-01-06T09:20:05.688Z,"42km NNE of Turkmenbasy, Turkmenistan",earthquake,8,6.6,0.052,114,reviewed,us,us
2020-01-06T06:15:57.250Z,35.8615,-117.6743333,5.03,0.54,ml,8,88,0.07734,0.04,ci,ci39025143,2020-01-06T06:19:37.154Z,"22km ESE of Little Lake, CA",earthquake,0.2,1.12,0.095,7,automatic,ci,ci
2020-01-06T06:13:48.790Z,33.5138333,-116.4983333,12.58,0.6,ml,21,66,0.05139,0.14,ci,ci39025135,2020-01-06T06:17:32.144Z,"17km ESE of Anza, CA",earthquake,0.28,0.54,0.138,14,automatic,ci,ci
2020-01-06T06:13:18.410Z,35.8963333,-117.741,8.51,0.97,ml,13,63,0.08172,0.11,ci,ci39025127,2020-01-06T06:16:47.139Z,"16km ESE of Little Lake, CA",earthquake,0.23,0.94,0.183,6,automatic,ci,ci
2020-01-06T06:12:47.980Z,35.8955,-117.7456667,6.38,1.51,ml,23,64,0.07943,0.16,ci,ci39025119,2020-01-06T14:17:16.040Z,"15km ESE of Little Lake, CA",earthquake,0.21,0.57,0.188,23,reviewed,ci,ci
2020-01-06T05:57:08.589Z,62.2863,-149.1041,33.8,1.6,ml,,,,0.36,ak,ak020a0jhgr,2020-01-06T06:06:10.855Z,"41km ENE of Y, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-06T05:56:45.760Z,35.7441667,-117.5588333,6.42,1,ml,19,134,0.07804,0.17,ci,ci39025111,2020-01-06T06:00:31.053Z,"14km W of Searles Valley, CA",earthquake,0.33,0.94,0.13,11,automatic,ci,ci
2020-01-06T05:49:00.330Z,37.6715,-122.4861667,11.52,1.07,md,20,152,0.03541,0.06,nc,nc73324256,2020-01-07T01:07:04.231Z,"2km WSW of Colma, CA",earthquake,0.32,0.36,0.122,14,reviewed,nc,nc
2020-01-06T05:47:04.533Z,61.5373,-140.6367,0,1.4,ml,,,,0.57,ak,ak020a0hbyf,2020-01-06T06:06:10.257Z,"189km WNW of Haines Junction, Canada",earthquake,,0.6,,,automatic,ak,ak
2020-01-06T05:46:29.930Z,35.7868347,-117.5818329,8.5,1.03,ml,15,203,0.03153,0.21,ci,ci39025095,2020-01-06T05:50:10.982Z,"16km W of Searles Valley, CA",earthquake,1.35,1.2,0.244,4,automatic,ci,ci
2020-01-06T05:43:44.690Z,35.9403333,-117.6768333,1.52,1.1,ml,17,69,0.02276,0.2,ci,ci39025087,2020-01-06T05:47:31.722Z,"21km E of Little Lake, CA",earthquake,0.28,0.4,0.109,15,automatic,ci,ci
2020-01-06T05:37:18.710Z,36.1080017,-117.9026642,3.74,1.21,ml,14,110,0.03987,0.09,ci,ci39025079,2020-01-06T05:40:47.922Z,"8km NNE of Coso Junction, CA",earthquake,0.52,0.56,0.293,3,automatic,ci,ci
2020-01-06T05:21:02.950Z,33.5948333,-116.8045,4.68,0.57,ml,23,77,0.03374,0.13,ci,ci39025071,2020-01-06T05:24:46.819Z,"13km WNW of Anza, CA",earthquake,0.25,0.32,0.219,12,automatic,ci,ci
2020-01-06T05:18:03.403Z,-23.5148,-66.9627,221.81,4.2,mb,,55,1.251,0.55,us,us70006v5k,2020-01-06T13:05:56.040Z,"101km NW of San Antonio de los Cobres, Argentina",earthquake,8.7,16.5,0.304,3,reviewed,us,us
2020-01-06T05:17:06.396Z,62.6623,-151.5894,23.5,1.6,ml,,,,1.4,ak,ak020a0awnj,2020-01-06T06:06:09.668Z,"85km WNW of Talkeetna, Alaska",earthquake,,4.9,,,automatic,ak,ak
2020-01-06T05:09:43.070Z,19.4671669,-155.5964966,-1.34,1.82,md,8,86,0.01457,0.16,hv,hv71320112,2020-01-06T05:12:42.310Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.38,0.21,8,automatic,hv,hv
2020-01-06T05:09:42.940Z,35.7791667,-117.6053333,2.78,0.8,ml,15,117,0.03705,0.17,ci,ci39025063,2020-01-06T05:13:26.750Z,"18km W of Searles Valley, CA",earthquake,0.31,0.43,0.109,10,automatic,ci,ci
2020-01-06T05:04:18.060Z,35.282,-118.5578333,4.76,1.44,ml,22,66,0.1125,0.22,ci,ci39025055,2020-01-06T14:18:06.556Z,"19km NNW of Tehachapi, CA",earthquake,0.36,0.97,0.206,29,reviewed,ci,ci
2020-01-06T05:03:05.670Z,33.7561667,-116.9145,8.68,0.7,ml,15,129,0.06934,0.16,ci,ci39025047,2020-01-06T14:18:59.789Z,"2km WNW of Valle Vista, CA",earthquake,0.49,0.81,0.374,16,reviewed,ci,ci
2020-01-06T04:58:02.870Z,38.8149986,-122.8153305,2.63,0.55,md,12,85,0.009336,0.03,nc,nc73324241,2020-01-06T06:33:04.929Z,"7km NW of The Geysers, CA",earthquake,0.36,0.67,,1,automatic,nc,nc
